School,Year,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Siena NCAA,2009-2010,34,27,7,0.794,8.48,-1.17,,17,1,,17,0,,9,5,,2554,2226,,70.0,92.9,0.214,0.313,0.497,47.1,53.9,8.6,7.3,0.480,18.8,29.5,0.136
South Alabama,2009-2010,32,17,15,0.531,-7.72,-3.82,,8,10,,9,6,,6,8,,2124,2177,,66.7,100.4,0.363,0.354,0.512,49.8,50.8,10.1,9.3,0.468,17.7,34.7,0.265
South Carolina,2009-2010,31,15,16,0.484,8.26,7.29,,6,10,,11,5,,2,9,,2227,2197,,70.7,100.2,0.392,0.262,0.528,53.4,50.2,9.1,8.9,0.493,19.6,37.9,0.267
South Carolina State,2009-2010,32,18,14,0.563,-9.31,-8.65,,10,6,,10,3,,6,10,,2224,2225,,68.8,100.3,0.373,0.339,0.522,49.6,51.5,10.1,8.2,0.491,18.4,34.6,0.246
South Carolina Upstate,2009-2010,29,6,23,0.207,,,,6,14,,3,8,,2,14,,1741,1966,,66.3,101.8,0.356,0.339,0.509,51.9,60.8,14.3,7.2,0.474,17.5,37.2,0.243
South Dakota,2009-2010,32,22,10,0.688,,,,11,1,,5,2,,3,7,,2543,2346,,75.1,97.2,0.225,0.288,0.491,50.7,51.2,9.9,7.4,0.465,15.5,30.9,0.158
South Dakota State,2009-2010,30,14,16,0.467,-6.05,-5.05,,10,8,,9,5,,5,7,,2227,2197,,68.8,105.6,0.357,0.280,0.547,49.9,46.3,9.7,10.1,0.515,16.8,31.8,0.251
South Florida,2009-2010,33,20,13,0.606,8.72,7.21,,9,9,,11,5,,4,6,,2226,2176,,65.0,100.8,0.329,0.294,0.502,49.4,45.3,8.8,8.8,0.474,15.3,34.1,0.211
Southeast Missouri State,2009-2010,30,7,23,0.233,-14.49,-3.06,,3,15,,4,10,,2,12,,1927,2172,,68.3,104.6,0.477,0.320,0.550,51.6,57.5,11.2,10.3,0.516,18.3,32.4,0.316
Southeastern Louisiana,2009-2010,31,19,12,0.613,-3.97,-6.21,,10,6,,14,1,,4,9,,2255,2074,,68.5,96.8,0.355,0.295,0.489,51.4,49.0,9.0,6.5,0.445,17.2,36.1,0.253
Southern,2009-2010,30,5,25,0.167,-23.96,-10.96,,3,15,,4,8,,1,14,,1802,2173,,70.7,102.4,0.346,0.308,0.519,55.0,55.5,12.8,9.8,0.495,17.5,37.7,0.218
Southern California,2009-2010,30,16,14,0.533,8.93,6.47,,8,10,,11,5,,2,9,,1789,1715,,63.0,90.0,0.379,0.299,0.472,47.3,43.8,8.7,6.0,0.432,17.3,29.7,0.249
Southern Illinois,2009-2010,30,15,15,0.500,3.44,1.27,,6,12,,10,5,,3,9,,2104,2026,,66.3,101.1,0.451,0.323,0.546,49.6,52.2,9.8,7.7,0.499,18.4,28.9,0.327
SIU Edwardsville,2009-2010,28,5,23,0.179,,,,,,,0,7,,1,13,,1739,2122,,69.8,108.6,0.398,0.292,0.553,54.8,58.7,8.5,9.8,0.523,16.3,33.8,0.269
Southern Methodist,2009-2010,31,14,17,0.452,2.39,3.78,,7,9,,10,7,,4,6,,2053,1998,,63.2,102.0,0.304,0.392,0.532,47.0,55.7,10.0,6.5,0.497,16.2,28.9,0.224
Southern Mississippi,2009-2010,34,20,14,0.588,4.21,2.25,,8,8,,11,3,,6,8,,2200,2034,,63.7,93.9,0.390,0.380,0.497,44.9,51.6,8.9,7.0,0.462,17.8,27.3,0.254
Southern Utah,2009-2010,29,7,22,0.241,-17.42,-4.75,,3,15,,6,8,,0,13,,1861,2125,,68.3,105.9,0.440,0.337,0.526,49.2,53.4,12.7,9.2,0.486,14.7,33.1,0.299
St. Bonaventure,2009-2010,31,15,16,0.484,1.29,1.96,,7,9,,10,4,,3,10,,2173,2182,,68.7,102.5,0.385,0.320,0.528,48.8,51.7,10.6,8.6,0.501,16.8,31.8,0.247
St. Francis (NY),2009-2010,29,11,18,0.379,-13.83,-8.42,,8,10,,5,8,,6,10,,1753,1884,,65.2,98.0,0.375,0.372,0.536,52.0,65.4,10.6,11.1,0.498,21.6,33.7,0.265
St. John's (NY),2009-2010,33,17,16,0.515,9.23,8.70,,6,12,,10,8,,4,8,,2251,2190,,65.4,99.9,0.349,0.291,0.523,48.2,55.4,10.2,11.2,0.481,17.6,30.8,0.246
Stanford,2009-2010,32,14,18,0.438,5.71,6.50,,7,11,,10,6,,2,10,,2212,2237,,67.5,103.1,0.368,0.311,0.539,50.9,50.4,8.9,9.2,0.501,17.0,30.3,0.265
Stephen F. Austin,2009-2010,32,23,9,0.719,-2.42,-6.90,,11,5,,13,2,,6,6,,2126,1914,,63.1,94.4,0.386,0.301,0.515,46.3,46.4,9.7,9.5,0.477,20.0,29.6,0.264
Stetson,2009-2010,29,7,22,0.241,-17.62,-2.14,,5,15,,5,9,,2,13,,1744,2097,,67.2,107.6,0.441,0.301,0.566,55.0,56.6,11.6,10.7,0.532,18.0,34.6,0.303
Stony Brook,2009-2010,32,22,10,0.688,-3.64,-7.64,,13,3,,12,2,,9,7,,2205,2047,,66.9,95.5,0.328,0.382,0.513,48.1,51.6,8.8,8.6,0.485,18.6,28.5,0.216
Syracuse NCAA,2009-2010,35,30,5,0.857,21.72,7.21,,15,3,,17,2,,8,1,,2832,2324,,71.0,93.5,0.256,0.402,0.482,47.0,63.4,11.9,5.7,0.459,18.5,34.3,0.163
TCU,2009-2010,32,13,19,0.406,-0.25,4.15,,5,11,,9,8,,3,10,,2169,2269,,66.0,106.2,0.407,0.342,0.555,51.0,56.7,9.6,9.8,0.523,16.7,30.3,0.278
Temple NCAA,2009-2010,35,29,6,0.829,12.44,4.27,,14,2,,14,2,,12,3,,2273,1987,,61.9,91.0,0.269,0.326,0.464,47.2,47.2,8.6,7.7,0.430,15.6,27.7,0.188
Tennessee NCAA,2009-2010,37,28,9,0.757,16.05,7.75,,11,5,,15,1,,5,5,,2720,2413,,69.8,93.2,0.407,0.381,0.498,49.2,52.4,8.7,10.6,0.452,19.8,32.3,0.283
Tennessee State,2009-2010,32,9,23,0.281,-9.57,-2.69,,6,12,,5,6,,3,16,,2154,2374,,68.5,106.3,0.438,0.318,0.573,51.9,56.9,11.4,9.5,0.540,20.0,34.4,0.304
Tennessee Tech,2009-2010,32,15,17,0.469,-9.58,-2.51,,8,10,,9,5,,6,11,,2375,2474,,68.2,110.4,0.472,0.338,0.562,50.1,55.3,10.6,8.3,0.526,16.9,36.0,0.324
Tennessee-Martin,2009-2010,29,4,25,0.138,-17.46,-2.06,,1,17,,4,9,,0,16,,1860,2215,,70.7,108.0,0.400,0.314,0.564,51.1,62.7,10.2,11.1,0.528,17.3,33.0,0.287
Texas NCAA,2009-2010,34,24,10,0.706,18.56,7.38,,9,7,,15,2,,5,6,,2761,2381,,73.6,94.1,0.352,0.284,0.488,46.2,46.5,9.8,7.9,0.449,17.4,32.1,0.241
Texas A&M NCAA,2009-2010,34,24,10,0.706,15.24,9.80,,11,5,,15,1,,5,5,,2426,2192,,66.7,95.9,0.356,0.333,0.506,48.1,54.0,9.5,12.1,0.466,17.9,29.5,0.250
Texas A&M-Corpus Christi,2009-2010,32,17,15,0.531,-2.05,-2.83,,10,6,,10,2,,5,11,,2184,2119,,67.5,97.4,0.363,0.364,0.517,46.2,57.7,12.0,7.5,0.483,18.2,30.9,0.246
Texas Southern,2009-2010,33,17,16,0.515,-11.12,-11.38,,11,7,,8,3,,5,11,,2241,2167,,69.6,93.6,0.472,0.323,0.519,49.8,59.5,9.8,7.0,0.477,22.2,33.3,0.317
Texas State,2009-2010,31,15,16,0.484,-7.38,-3.30,,9,7,,11,3,,4,10,,2392,2413,,75.7,100.4,0.560,0.303,0.553,48.5,56.9,11.3,9.1,0.513,20.5,31.5,0.374
Texas Tech,2009-2010,35,19,16,0.543,7.97,8.47,,4,12,,14,5,,4,10,,2684,2662,,72.6,102.6,0.410,0.312,0.520,51.2,48.4,9.4,8.6,0.478,16.8,35.0,0.287
Texas-Rio Grande Valley,2009-2010,33,6,27,0.182,-17.31,-4.47,,4,8,,3,7,,2,18,,2019,2382,,68.1,104.4,0.418,0.280,0.559,56.0,52.5,9.8,12.5,0.532,19.5,33.3,0.275
The Citadel,2009-2010,32,16,16,0.500,-3.44,-2.94,,9,9,,8,6,,5,8,,1950,1914,,60.2,98.9,0.327,0.366,0.513,50.8,44.9,8.3,10.3,0.481,17.1,30.4,0.223
Toledo,2009-2010,32,4,28,0.125,-14.39,-0.77,,1,15,,4,11,,0,15,,1734,2137,,61.4,108.3,0.354,0.340,0.535,52.5,62.3,10.9,8.9,0.505,14.1,32.9,0.238
Towson,2009-2010,31,10,21,0.323,-8.46,-0.75,,6,12,,6,9,,3,11,,2124,2363,,68.2,110.8,0.319,0.309,0.536,53.8,58.9,9.4,9.1,0.512,15.0,39.6,0.210
Troy,2009-2010,33,20,13,0.606,-3.04,-2.31,,13,5,,10,2,,6,10,,2467,2378,,68.7,104.4,0.293,0.372,0.526,50.0,52.9,7.9,6.2,0.500,16.1,33.4,0.200
Tulane,2009-2010,30,8,22,0.267,-3.20,1.50,,3,13,,5,10,,2,9,,1864,2005,,65.9,101.0,0.445,0.280,0.539,54.2,53.0,9.1,11.9,0.499,19.9,36.0,0.310
Tulsa,2009-2010,35,23,12,0.657,8.46,2.84,,10,6,,18,2,,5,7,,2500,2284,,67.1,97.3,0.356,0.265,0.488,45.9,42.8,10.3,7.5,0.442,13.4,27.7,0.257
UAB,2009-2010,34,25,9,0.735,9.46,2.90,,11,5,,14,4,,9,4,,2276,2053,,64.9,92.4,0.376,0.284,0.497,46.4,48.2,10.1,11.1,0.451,18.7,28.2,0.269
UC Davis,2009-2010,32,14,18,0.438,-6.23,-3.01,,8,8,,8,5,,4,11,,2225,2262,,69.4,101.4,0.451,0.328,0.554,51.4,57.3,11.0,8.0,0.523,19.6,30.3,0.298
UC Irvine,2009-2010,32,14,18,0.438,-7.49,-3.75,,6,10,,10,5,,3,11,,2162,2228,,65.7,105.6,0.434,0.307,0.547,51.5,51.5,7.2,7.6,0.506,17.4,32.8,0.308
UC Riverside,2009-2010,29,12,17,0.414,-6.99,-2.61,,5,11,,8,6,,4,11,,1833,1859,,63.1,100.3,0.404,0.401,0.522,46.7,58.5,9.3,8.2,0.489,16.4,28.0,0.266
UC Santa Barbara NCAA,2009-2010,30,20,10,0.667,-0.13,-1.09,,12,4,,11,2,,6,7,,2028,1972,,67.7,96.6,0.402,0.399,0.514,51.6,57.5,10.5,8.6,0.478,19.3,32.3,0.268
UCF,2009-2010,32,15,17,0.469,-0.03,2.19,,6,10,,9,6,,3,9,,2133,2184,,65.5,103.0,0.406,0.355,0.536,50.8,55.3,11.0,9.6,0.501,18.3,35.0,0.276
UCLA,2009-2010,32,14,18,0.438,5.70,7.86,,8,10,,10,6,,3,7,,2139,2195,,65.1,103.8,0.327,0.333,0.539,50.5,50.8,9.5,5.9,0.509,17.2,32.4,0.228
UNC Asheville,2009-2010,31,15,16,0.484,-14.36,-6.47,,11,7,,11,5,,4,10,,2296,2401,,73.9,103.5,0.343,0.322,0.518,49.2,58.9,11.5,10.5,0.487,16.1,34.4,0.231
UNC Greensboro,2009-2010,31,8,23,0.258,-8.24,0.63,,6,12,,4,11,,3,11,,1966,2226,,67.7,106.1,0.370,0.364,0.555,49.3,53.5,11.5,11.6,0.528,17.7,33.3,0.248
UNC Wilmington,2009-2010,31,9,22,0.290,-4.35,0.94,,5,13,,4,9,,4,10,,2051,2215,,68.9,103.7,0.417,0.250,0.511,50.9,45.4,12.2,11.9,0.473,15.2,36.1,0.278
UT Arlington,2009-2010,30,16,14,0.533,-8.06,-3.97,,8,8,,11,5,,4,7,,2216,2205,,72.1,100.2,0.510,0.324,0.515,52.5,56.2,9.2,10.5,0.474,18.7,37.3,0.331
Utah,2009-2010,31,14,17,0.452,4.29,4.16,,7,9,,9,8,,4,8,,2059,2058,,66.2,99.5,0.441,0.232,0.497,50.7,43.3,10.2,7.5,0.447,14.5,31.3,0.310
Utah State NCAA,2009-2010,35,27,8,0.771,13.62,1.23,,14,2,,17,1,,8,5,,2559,2097,,62.5,95.5,0.291,0.329,0.493,45.4,51.5,7.7,8.1,0.458,15.6,26.9,0.206
Utah Valley,2009-2010,30,12,18,0.400,-16.18,-9.25,,5,7,,11,4,,0,12,,1906,1954,,65.1,99.7,0.379,0.301,0.529,50.2,50.5,9.7,10.6,0.492,17.6,28.5,0.266
UTEP NCAA,2009-2010,33,26,7,0.788,12.66,1.96,,15,1,,15,2,,8,2,,2484,2131,,69.8,91.4,0.432,0.348,0.490,49.5,53.5,8.2,6.0,0.446,19.3,30.2,0.289
UTSA,2009-2010,30,19,11,0.633,-2.90,-5.44,,9,7,,11,3,,6,7,,2121,1983,,65.2,100.6,0.327,0.368,0.530,48.5,48.1,8.4,9.0,0.502,17.8,30.4,0.222
Valparaiso,2009-2010,32,15,17,0.469,-2.90,0.34,,10,8,,9,4,,5,12,,2344,2378,,68.2,109.0,0.470,0.338,0.560,50.9,55.8,10.5,9.6,0.519,16.9,34.3,0.331
Vanderbilt NCAA,2009-2010,33,24,9,0.727,15.24,7.86,,12,4,,14,2,,7,3,,2537,2274,,69.9,98.3,0.340,0.312,0.491,49.7,48.2,9.5,10.0,0.464,16.1,35.1,0.214
Vermont NCAA,2009-2010,35,25,10,0.714,-1.26,-6.69,,12,4,,10,2,,12,6,,2457,2267,,67.5,95.6,0.346,0.307,0.489,48.1,48.5,10.2,9.7,0.450,17.1,33.6,0.239
Villanova NCAA,2009-2010,33,25,8,0.758,16.72,7.75,,13,5,,12,2,,6,4,,2700,2404,,71.9,100.5,0.491,0.385,0.526,46.8,58.8,9.1,11.0,0.474,18.1,31.9,0.348
Virginia,2009-2010,31,15,16,0.484,8.80,6.93,,5,11,,11,6,,2,8,,2029,1971,,63.6,99.2,0.305,0.305,0.513,49.6,48.4,7.9,8.8,0.490,16.1,28.8,0.195
Virginia Commonwealth,2009-2010,36,27,9,0.750,10.23,0.64,,11,7,,20,2,,7,7,,2737,2392,,67.8,97.3,0.306,0.269,0.499,48.5,51.5,10.2,8.4,0.469,17.7,34.1,0.204
VMI,2009-2010,29,10,19,0.345,-19.91,-7.21,,5,13,,8,6,,2,13,,2569,2799,,85.5,112.4,0.367,0.225,0.577,57.1,54.9,8.8,13.9,0.560,17.8,40.1,0.235
Virginia Tech,2009-2010,34,25,9,0.735,11.65,5.13,,10,6,,17,2,,6,6,,2473,2215,,68.5,93.3,0.351,0.311,0.487,49.1,54.4,7.2,10.2,0.446,18.8,34.0,0.245
Wagner,2009-2010,31,5,26,0.161,-18.05,-8.78,,3,15,,2,11,,2,14,,1833,2111,,65.5,103.2,0.399,0.327,0.524,53.4,59.8,13.5,9.8,0.489,17.6,36.9,0.269
Wake Forest NCAA,2009-2010,31,20,11,0.645,11.45,8.85,,9,7,,13,2,,5,7,,2257,2155,,70.4,96.4,0.385,0.324,0.482,47.0,48.0,9.9,8.4,0.438,16.0,33.7,0.265
Washington NCAA,2009-2010,36,26,10,0.722,15.64,7.49,,11,7,,17,2,,4,6,,2851,2519,,72.8,95.8,0.446,0.271,0.509,47.5,46.3,8.4,6.6,0.465,18.9,32.2,0.304
Washington State,2009-2010,31,16,15,0.516,5.31,4.65,,6,12,,8,5,,4,9,,2229,2190,,66.8,104.0,0.344,0.351,0.544,48.5,53.7,10.3,7.0,0.511,17.6,32.6,0.244
Weber State,2009-2010,31,20,11,0.645,3.71,-1.04,,13,3,,13,2,,5,9,,2361,2202,,68.5,102.5,0.410,0.321,0.542,48.0,46.1,9.4,10.9,0.498,17.3,28.6,0.299
West Virginia NCAA,2009-2010,38,31,7,0.816,19.16,10.26,,13,5,,12,2,,7,4,,2752,2414,,64.0,97.7,0.391,0.322,0.507,45.5,52.3,9.4,7.9,0.469,17.6,32.1,0.266
Western Carolina,2009-2010,34,22,12,0.647,-1.24,-2.91,,11,7,,14,2,,7,9,,2525,2352,,70.1,98.7,0.523,0.378,0.544,49.7,52.2,8.9,7.3,0.499,21.3,32.2,0.359
Western Illinois,2009-2010,30,13,17,0.433,-11.84,-5.84,,6,12,,8,7,,5,9,,1771,1804,,62.4,95.9,0.432,0.281,0.492,51.6,54.8,9.7,10.5,0.446,17.0,31.8,0.295
Western Kentucky,2009-2010,34,21,13,0.618,2.32,-2.18,,12,6,,12,4,,5,8,,2422,2269,,65.8,99.9,0.299,0.316,0.525,48.2,46.9,8.4,7.7,0.498,17.9,30.8,0.203
Western Michigan,2009-2010,33,18,15,0.545,0.43,-1.17,,8,8,,12,3,,3,10,,2287,2195,,66.6,99.8,0.342,0.322,0.509,47.5,53.6,9.7,9.0,0.473,16.8,32.8,0.237
Wichita State,2009-2010,35,25,10,0.714,8.06,1.73,,12,6,,17,1,,5,7,,2427,2162,,64.6,95.3,0.423,0.305,0.523,46.2,51.3,8.9,7.6,0.477,19.3,26.8,0.301
William & Mary,2009-2010,33,22,11,0.667,2.82,1.63,,12,6,,10,3,,10,7,,2213,2129,,61.4,103.4,0.311,0.373,0.506,50.4,57.2,9.4,12.3,0.474,14.2,33.1,0.211
Winston-Salem,2009-2010,29,12,17,0.414,,,,,,,4,5,,4,10,,1806,2005,,69.8,99.1,0.404,0.322,0.510,50.6,53.6,12.4,9.4,0.473,18.0,35.8,0.271
Winthrop NCAA,2009-2010,33,19,14,0.576,-8.68,-7.31,,12,6,,12,2,,6,11,,2042,2025,,66.7,91.3,0.387,0.347,0.489,49.0,56.4,9.3,8.5,0.449,19.7,30.2,0.260
Wisconsin NCAA,2009-2010,33,24,9,0.727,17.84,7.66,,13,5,,16,1,,5,5,,2214,1878,,59.8,94.4,0.361,0.253,0.505,48.7,46.7,7.4,7.0,0.468,17.6,26.3,0.248
Wofford NCAA,2009-2010,35,26,9,0.743,4.43,-2.57,,15,3,,11,1,,10,6,,2408,2134,,65.1,93.4,0.352,0.301,0.498,47.8,42.7,7.9,10.5,0.463,18.6,29.1,0.237
Wright State,2009-2010,32,20,12,0.625,6.81,0.16,,12,6,,12,1,,5,11,,2163,1950,,62.9,96.5,0.442,0.329,0.542,50.3,54.3,7.9,7.6,0.494,21.8,30.1,0.323
Wyoming,2009-2010,31,10,21,0.323,-4.58,3.63,,3,13,,9,9,,0,11,,2190,2309,,72.1,102.8,0.386,0.354,0.545,51.9,57.3,9.3,8.2,0.510,18.6,33.0,0.272
Xavier NCAA,2009-2010,35,26,9,0.743,16.23,5.94,,14,2,,15,0,,7,5,,2793,2433,,69.7,96.7,0.329,0.312,0.488,46.5,53.1,8.9,12.3,0.456,15.3,29.9,0.215
Yale,2009-2010,31,12,19,0.387,-9.94,-5.60,,6,8,,6,6,,4,10,,2067,2157,,67.6,102.5,0.340,0.301,0.531,49.8,55.9,10.5,8.6,0.495,17.4,32.6,0.243
Youngstown State,2009-2010,30,8,22,0.267,-6.41,0.40,,2,16,,6,9,,2,13,,2002,2092,,67.5,102.9,0.484,0.312,0.555,50.3,59.3,10.1,8.4,0.513,18.9,31.1,0.339
